lat,lon,name
-22.235599517799997,114.088996887,Learmonth Airport
-31.4358005524,152.863006592,Port Macquarie Airport
-38.31809997558594,141.4709930419922,Portland Airport
-20.3777999878,118.625999451,Port Hedland International Airport
-31.94029998779297,115.96700286865234,Perth International Airport
-14.521100044250488,132.3780059814453,Tindal Airport
-26.612199783325195,144.2530059814453,Quilpie Airport
-34.1963996887207,140.6739959716797,Renmark Airport
-26.545000076300003,148.774993896,Roma Airport
-33.924400329589844,150.98800659179688,Sydney Bankstown Airport
-35.30690002441406,149.19500732421875,Canberra International Airport
-30.3206005096,153.115997314,Coffs Harbour Airport
-34.04029846191406,150.68699645996094,Camden Airport
-32.2167015076,148.574996948,Dubbo City Regional Airport
-25.8938999176,113.577003479,Shark Bay Airport
-36.42890167236328,145.39300537109375,Shepparton Airport
-40.834999084472656,145.08399963378906,Smithton Airport
-11.422800064086914,130.6540069580078,Snake Bay Airport
-34.94889831542969,150.53700256347656,Nowra Airport
-33.600601,150.781006,RAAF Base Richmond
-33.94609832763672,151.177001953125,Sydney Kingsford Smith International Airport
-31.0839004517,150.847000122,Tamworth Airport
-35.1652984619,147.466003418,Wagga Wagga City Airport
-35.37580108642578,143.5330047607422,Swan Hill Airport
-37.07170104980469,142.74099731445312,Stawell Airport
-21.71500015258789,122.22899627685547,Telfer Airport
-34.4213981628418,147.51199340820312,Temora Airport
-27.986400604248047,143.81100463867188,Thargomindah Airport
-29.451099395751953,142.05799865722656,Tibooburra Airport
-35.26279830932617,148.24099731445312,Tumut Airport
-24.493900299072266,150.5760040283203,Thangool Airport
-19.6343994140625,134.18299865722656,Tennant Creek Airport
-31.8885993958,152.514007568,Taree Airport
-25.41309928894043,142.66700744628906,Windorah Airport
-36.41579818725586,146.3070068359375,Wangaratta Airport
-33.05889892578125,137.51400756835938,Whyalla Airport
-36.32109832763672,142.41900634765625,Warracknabeal Airport
-30.032800674438477,148.12600708007812,Walgett Airport
-32.79499816894531,151.83399963378906,Newcastle Airport
-26.629199981689453,120.22100067138672,Wiluna Airport
-34.561100006103516,150.78900146484375,Wollongong Airport
-31.733299255371094,147.80299377441406,Warren Airport
-38.090827,146.965335,West Sale Airport
-22.36359977722168,143.08599853515625,Winton Airport
-33.9371986389,147.190994263,West Wyalong Airport
-40.9989013671875,145.7310028076172,Wynyard Airport
-34.25559997558594,148.2480010986328,Young Airport
