tllat,tllon,trlat,trlon,brlat,brlon,bllat,bllon,value
-33.8679074445372,151.19493171191175,-33.86791076905991,151.19515864917608,-33.86772146192278,151.19516263427283,-33.86771813742366,151.19493569750892,0.0
-33.86771813742366,151.19493569750892,-33.86772146192278,151.19516263427283,-33.8675321547794,151.19516661933238,-33.86752883030388,151.1949396830689,0.0
-33.86752883030388,151.1949396830689,-33.8675321547794,151.19516661933238,-33.86734284762979,151.1951706043548,-33.86733952317788,151.19494366859166,0.0
-33.86733952317788,151.19494366859166,-33.86734284762979,151.1951706043548,-33.867153540473936,151.1951745893399,-33.867150216045616,151.1949476540772,0.0
-33.867150216045616,151.1949476540772,-33.867153540473936,151.1951745893399,-33.86696423331185,151.19517857428784,-33.86696090890714,151.19495163952556,0.0
-33.86696090890714,151.19495163952556,-33.86696423331185,151.19517857428784,-33.866774926143506,151.19518255919857,-33.8667716017624,151.19495562493665,0.0
-33.8667716017624,151.19495562493665,-33.866774926143506,151.19518255919857,-33.86658561896895,151.1951865440721,-33.86658229461144,151.19495961031058,0.0
-33.86658229461144,151.19495961031058,-33.86658561896895,151.1951865440721,-33.86639631178813,151.1951905289084,-33.86639298745423,151.19496359564727,1.5294117647058822
-33.86639298745423,151.19496359564727,-33.86639631178813,151.1951905289084,-33.8662070046011,151.19519451370752,-33.86620368029079,151.19496758094675,2.8235294117647056
-33.86620368029079,151.19496758094675,-33.8662070046011,151.19519451370752,-33.86601769740781,151.1951984984694,-33.86601437312111,151.194971566209,3.882352941176471
-33.86601437312111,151.194971566209,-33.86601769740781,151.1951984984694,-33.86582839020829,151.1952024831941,-33.86582506594519,151.19497555143408,4.705882352941177
-33.86582506594519,151.19497555143408,-33.86582839020829,151.1952024831941,-33.865639083002534,151.19520646788158,-33.865635758763034,151.19497953662193,5.294117647058823
-33.865635758763034,151.19497953662193,-33.865639083002534,151.19520646788158,-33.86544977579054,151.19521045253185,-33.86544645157464,151.19498352177254,6.588235294117648
-33.86544645157464,151.19498352177254,-33.86544977579054,151.19521045253185,-33.8652604685723,151.19521443714493,-33.86525714438,151.19498750688598,7.647058823529411
-33.86525714438,151.19498750688598,-33.8652604685723,151.19521443714493,-33.86507116134784,151.19521842172077,-33.86506783717913,151.19499149196216,8.470588235294116
-33.86506783717913,151.19499149196216,-33.86507116134784,151.19521842172077,-33.86488185411712,151.19522240625943,-33.864878529972025,151.19499547700119,9.058823529411764
-33.864878529972025,151.19499547700119,-33.86488185411712,151.19522240625943,-33.86469254688017,151.19522639076087,-33.86468922275868,151.19499946200298,9.411764705882351
-33.86468922275868,151.19499946200298,-33.86469254688017,151.19522639076087,-33.86450323963699,151.19523037522512,-33.8644999155391,151.19500344696755,9.529411764705884
-33.8644999155391,151.19500344696755,-33.86450323963699,151.19523037522512,-33.86431393238756,151.19523435965215,-33.864310608313275,151.1950074318949,9.411764705882351
-33.864310608313275,151.1950074318949,-33.86431393238756,151.19523435965215,-33.8641246251319,151.195238344042,-33.864121301081205,151.1950114167851,9.058823529411764
-33.864121301081205,151.1950114167851,-33.8641246251319,151.195238344042,-33.86393531787001,151.19524232839464,-33.863931993842904,151.19501540163805,8.470588235294116
-33.863931993842904,151.19501540163805,-33.86393531787001,151.19524232839464,-33.863746010601865,151.19524631271005,-33.86374268659838,151.1950193864538,7.647058823529411
-33.86374268659838,151.1950193864538,-33.863746010601865,151.19524631271005,-33.8635567033275,151.19525029698826,-33.8635533793476,151.19502337123234,6.875
-33.8635533793476,151.19502337123234,-33.8635567033275,151.19525029698826,-33.86336739604689,151.1952542812293,-33.86336407209058,151.19502735597365,6.0
-33.87453651492958,151.19501914734377,-33.874539839860766,151.1952461021628,-33.87435053291836,151.19525008806156,-33.874347208010775,151.19502313374312,1.0577003804466e-311
-33.874347208010775,151.19502313374312,-33.87435053291836,151.19525008806156,-33.874161225969736,151.1952540739231,-33.874157901085766,151.19502712010524,1.057700382265e-311
-33.874157901085766,151.19502712010524,-33.874161225969736,151.1952540739231,-33.87397191901487,151.19525805974743,-33.87396859415448,151.19503110643015,6.27e-322
-33.87396859415448,151.19503110643015,-33.87397191901487,151.19525805974743,-33.873782612053745,151.19526204553455,-33.87377928721698,151.19503509271783,0.0
-33.87377928721698,151.19503509271783,-33.873782612053745,151.19526204553455,-33.873593305086416,151.19526603128446,-33.873589980273245,151.1950390789683,0.0
-33.873589980273245,151.1950390789683,-33.873593305086416,151.19526603128446,-33.87340399811282,151.19527001699714,-33.87340067332325,151.19504306518152,0.0
-33.87340067332325,151.19504306518152,-33.87340399811282,151.19527001699714,-33.873214691133,151.19527400267262,-33.87321136636704,151.19504705135756,0.0
-33.87321136636704,151.19504705135756,-33.873214691133,151.19527400267262,-33.87302538414693,151.19527798831086,-33.873022059404576,151.19505103749637,0.0
-33.873022059404576,151.19505103749637,-33.87302538414693,151.19527798831086,-33.87283607715462,151.19528197391193,-33.872832752435855,151.19505502359794,0.0
-33.872832752435855,151.19505502359794,-33.87283607715462,151.19528197391193,-33.87264677015609,151.19528595947574,-33.87264344546094,151.19505900966232,0.0
-33.87264344546094,151.19505900966232,-33.87264677015609,151.19528595947574,-33.872457463151314,151.19528994500237,-33.872454138479746,151.19506299568943,1.0112359550561791
-33.872454138479746,151.19506299568943,-33.872457463151314,151.19528994500237,-33.872268156140294,151.19529393049174,-33.87226483149234,151.19506698167936,1.7977528089887649
-33.87226483149234,151.19506698167936,-33.872268156140294,151.19529393049174,-33.872078849123035,151.19529791594394,-33.87207552449868,151.19507096763206,2.359550561797753
-33.87207552449868,151.19507096763206,-33.872078849123035,151.19529791594394,-33.87188954209954,151.19530190135893,-33.87188621749878,151.19507495354756,2.6966292134831464
-33.87188621749878,151.19507495354756,-33.87188954209954,151.19530190135893,-33.8717002350698,151.19530588673666,-33.87169691049265,151.19507893942585,2.808988764044944
-33.87169691049265,151.19507893942585,-33.8717002350698,151.19530588673666,-33.87151092803382,151.19530987207722,-33.87150760348028,151.1950829252669,2.6966292134831464
-33.87150760348028,151.1950829252669,-33.87151092803382,151.19530987207722,-33.87132162099162,151.19531385738054,-33.87131829646167,151.19508691107072,2.359550561797753
-33.87131829646167,151.19508691107072,-33.87132162099162,151.19531385738054,-33.871132313943164,151.19531784264666,-33.87112898943681,151.19509089683734,1.7977528089887649
-33.87112898943681,151.19509089683734,-33.871132313943164,151.19531784264666,-33.870943006888474,151.19532182787557,-33.870939682405734,151.19509488256676,1.0112359550561791
-33.870939682405734,151.19509488256676,-33.870943006888474,151.19532182787557,-33.87075369982756,151.19532581306729,-33.87075037536841,151.19509886825895,0.0
-33.87075037536841,151.19509886825895,-33.87075369982756,151.19532581306729,-33.87056439276039,151.19532979822176,-33.87056106832485,151.1951028539139,0.0
-33.87056106832485,151.1951028539139,-33.87056439276039,151.19532979822176,-33.87037508568699,151.19533378333904,-33.87037176127504,151.1951068395317,0.0
-33.87037176127504,151.1951068395317,-33.87037508568699,151.19533378333904,-33.87018577860735,151.1953377684191,-33.870182454219005,151.1951108251122,0.0
-33.870182454219005,151.1951108251122,-33.87018577860735,151.1953377684191,-33.86999647152146,151.19534175346197,-33.86999314715673,151.19511481065553,0.0
-33.86999314715673,151.19511481065553,-33.86999647152146,151.19534175346197,-33.869807164429346,151.1953457384676,-33.86980384008821,151.19511879616167,0.0
-33.86980384008821,151.19511879616167,-33.869807164429346,151.1953457384676,-33.86961785733099,151.19534972343604,-33.869614533013454,151.19512278163054,0.0
-33.869614533013454,151.19512278163054,-33.86961785733099,151.19534972343604,-33.869428550226395,151.19535370836726,-33.86942522593245,151.19512676706222,0.0
-33.86942522593245,151.19512676706222,-33.869428550226395,151.19535370836726,-33.86923924311556,151.1953576932613,-33.86923591884522,151.19513075245672,0.0
-33.86923591884522,151.19513075245672,-33.86923924311556,151.1953576932613,-33.8690499359985,151.19536167811808,-33.86904661175175,151.19513473781396,0.0
-33.86904661175175,151.19513473781396,-33.8690499359985,151.19536167811808,-33.86886062887519,151.1953656629377,-33.86885730465204,151.19513872313402,0.0
-33.86885730465204,151.19513872313402,-33.86886062887519,151.1953656629377,-33.86867132174564,151.19536964772007,-33.86866799754608,151.19514270841682,0.0
-33.86866799754608,151.19514270841682,-33.86867132174564,151.19536964772007,-33.86848201460986,151.1953736324653,-33.86847869043391,151.19514669366245,0.0
-33.86847869043391,151.19514669366245,-33.86848201460986,151.1953736324653,-33.86829270746782,151.19537761717325,-33.86828938331549,151.19515067887087,0.0
-33.86828938331549,151.19515067887087,-33.86829270746782,151.19537761717325,-33.86810340031956,151.19538160184405,-33.86810007619081,151.19515466404206,0.0
-33.86810007619081,151.19515466404206,-33.86810340031956,151.19538160184405,-33.86791409316506,151.19538558647758,-33.86791076905991,151.19515864917608,0.0
-33.86791076905991,151.19515864917608,-33.86791409316506,151.19538558647758,-33.867724786004324,151.19538957107395,-33.86772146192278,151.19516263427283,0.0
-33.86772146192278,151.19516263427283,-33.867724786004324,151.19538957107395,-33.86753547883735,151.19539355563313,-33.8675321547794,151.19516661933238,0.0
-33.8675321547794,151.19516661933238,-33.86753547883735,151.19539355563313,-33.867346171664146,151.19539754015508,-33.86734284762979,151.1951706043548,0.0
-33.86734284762979,151.1951706043548,-33.867346171664146,151.19539754015508,-33.86715686448469,151.1954015246398,-33.867153540473936,151.1951745893399,0.0
-33.867153540473936,151.1951745893399,-33.86715686448469,151.1954015246398,-33.866967557299,151.19540550908735,-33.86696423331185,151.19517857428784,0.0
-33.86696423331185,151.19517857428784,-33.866967557299,151.19540550908735,-33.86677825010707,151.1954094934977,-33.866774926143506,151.19518255919857,0.0
-33.866774926143506,151.19518255919857,-33.86677825010707,151.1954094934977,-33.8665889429089,151.19541347787083,-33.86658561896895,151.1951865440721,1.6853932584269664
-33.86658561896895,151.1951865440721,-33.8665889429089,151.19541347787083,-33.8663996357045,151.19541746220676,-33.86639631178813,151.1951905289084,3.1460674157303368
-33.86639631178813,151.1951905289084,-33.8663996357045,151.19541746220676,-33.86621032849386,151.19542144650546,-33.8662070046011,151.19519451370752,4.382022471910112
-33.8662070046011,151.19519451370752,-33.86621032849386,151.19542144650546,-33.86602102127697,151.195425430767,-33.86601769740781,151.1951984984694,5.393258426966292
-33.86601769740781,151.1951984984694,-33.86602102127697,151.195425430767,-33.865831714053854,151.1954294149913,-33.86582839020829,151.1952024831941,6.179775280898878
-33.86582839020829,151.1952024831941,-33.865831714053854,151.1954294149913,-33.86564240682449,151.19543339917843,-33.865639083002534,151.19520646788158,6.7415730337078665
-33.865639083002534,151.19520646788158,-33.86564240682449,151.19543339917843,-33.865453099588905,151.19543738332834,-33.86544977579054,151.19521045253185,7.078651685393258
-33.86544977579054,151.19521045253185,-33.865453099588905,151.19543738332834,-33.86526379234707,151.19544136744105,-33.8652604685723,151.19521443714493,7.926829268292682
-33.8652604685723,151.19521443714493,-33.86526379234707,151.19544136744105,-33.86507448509901,151.19544535151658,-33.86507116134784,151.19521842172077,8.78048780487805
-33.86507116134784,151.19521842172077,-33.86507448509901,151.19544535151658,-33.8648851778447,151.19544933555488,-33.86488185411712,151.19522240625943,9.390243902439023
-33.86488185411712,151.19522240625943,-33.8648851778447,151.19544933555488,-33.86469587058414,151.195453319556,-33.86469254688017,151.19522639076087,9.75609756097561
-33.86469254688017,151.19522639076087,-33.86469587058414,151.195453319556,-33.864506563317384,151.19545730351987,-33.86450323963699,151.19523037522512,9.878048780487807
-33.86450323963699,151.19523037522512,-33.864506563317384,151.19545730351987,-33.864317256044345,151.1954612874466,-33.86431393238756,151.19523435965215,9.75609756097561
-33.86431393238756,151.19523435965215,-33.864317256044345,151.1954612874466,-33.864127948765095,151.1954652713361,-33.8641246251319,151.195238344042,9.390243902439023
-33.8641246251319,151.195238344042,-33.864127948765095,151.1954652713361,-33.8639386414796,151.1954692551884,-33.86393531787001,151.19524232839464,8.888888888888891
-33.86393531787001,151.19524232839464,-33.8639386414796,151.1954692551884,-33.863749334187865,151.19547323900355,-33.863746010601865,151.19524631271005,8.555555555555555
-33.863746010601865,151.19524631271005,-33.863749334187865,151.19547323900355,-33.8635600268899,151.19547722278145,-33.8635567033275,151.19525029698826,8.0
-33.8635567033275,151.19525029698826,-33.8635600268899,151.19547722278145,-33.863370719585696,151.19548120652215,-33.86336739604689,151.1952542812293,7.222222222222222
-33.874539839860766,151.1952461021628,-33.874543164374266,151.19547305701903,-33.87435385740826,151.19547704241722,-33.87435053291836,151.19525008806156,6.4e-323
-33.87435053291836,151.19525008806156,-33.87435385740826,151.19547704241722,-33.87416455043604,151.1954810277782,-33.874161225969736,151.1952540739231,1.056785964927e-311
-33.874161225969736,151.1952540739231,-33.87416455043604,151.1954810277782,-33.87397524345757,151.19548501310194,-33.87397191901487,151.19525805974743,0.0
-33.87397191901487,151.19525805974743,-33.87397524345757,151.19548501310194,-33.87378593647286,151.1954889983885,-33.873782612053745,151.19526204553455,0.0
-33.873782612053745,151.19526204553455,-33.87378593647286,151.1954889983885,-33.87359662948192,151.19549298363785,-33.873593305086416,151.19526603128446,0.0
-33.873593305086416,151.19526603128446,-33.87359662948192,151.19549298363785,-33.87340732248473,151.19549696885,-33.87340399811282,151.19527001699714,0.0
-33.87340399811282,151.19527001699714,-33.87340732248473,151.19549696885,-33.87321801548131,151.1955009540249,-33.873214691133,151.19527400267262,0.0
-33.873214691133,151.19527400267262,-33.87321801548131,151.1955009540249,-33.873028708471644,151.19550493916262,-33.87302538414693,151.19527798831086,0.0
-33.87302538414693,151.19527798831086,-33.873028708471644,151.19550493916262,-33.872839401455735,151.19550892426312,-33.87283607715462,151.19528197391193,0.0
-33.87283607715462,151.19528197391193,-33.872839401455735,151.19550892426312,-33.872650094433595,151.1955129093264,-33.87264677015609,151.19528595947574,1.2941176470588245
-33.87264677015609,151.19528595947574,-33.872650094433595,151.1955129093264,-33.872460787405224,151.19551689435247,-33.872457463151314,151.19528994500237,2.352941176470588
-33.872457463151314,151.19528994500237,-33.872460787405224,151.19551689435247,-33.8722714803706,151.19552087934133,-33.872268156140294,151.19529393049174,3.1764705882352944
-33.872268156140294,151.19529393049174,-33.8722714803706,151.19552087934133,-33.87208217332975,151.19552486429302,-33.872078849123035,151.19529791594394,3.7647058823529416
-33.872078849123035,151.19529791594394,-33.87208217332975,151.19552486429302,-33.87189286628265,151.19552884920748,-33.87188954209954,151.19530190135893,4.117647058823529
-33.87188954209954,151.19530190135893,-33.87189286628265,151.19552884920748,-33.871703559229324,151.19553283408473,-33.8717002350698,151.19530588673666,4.235294117647058
-33.8717002350698,151.19530588673666,-33.871703559229324,151.19553283408473,-33.871514252169746,151.19553681892475,-33.87151092803382,151.19530987207722,4.117647058823529
-33.87151092803382,151.19530987207722,-33.871514252169746,151.19553681892475,-33.87132494510395,151.19554080372757,-33.87132162099162,151.19531385738054,3.7647058823529416
-33.87132162099162,151.19531385738054,-33.87132494510395,151.19554080372757,-33.871135638031895,151.19554478849318,-33.871132313943164,151.19531784264666,3.1764705882352944
-33.871132313943164,151.19531784264666,-33.871135638031895,151.19554478849318,-33.870946330953615,151.19554877322162,-33.870943006888474,151.19532182787557,2.352941176470588
-33.870943006888474,151.19532182787557,-33.870946330953615,151.19554877322162,-33.870757023869096,151.19555275791282,-33.87075369982756,151.19532581306729,1.2941176470588245
-33.87075369982756,151.19532581306729,-33.870757023869096,151.19555275791282,-33.870567716778325,151.19555674256682,-33.87056439276039,151.19532979822176,0.0
-33.87056439276039,151.19532979822176,-33.870567716778325,151.19555674256682,-33.870378409681315,151.19556072718362,-33.87037508568699,151.19533378333904,0.0
-33.87037508568699,151.19533378333904,-33.870378409681315,151.19556072718362,-33.87018910257809,151.1955647117632,-33.87018577860735,151.1953377684191,0.0
-33.87018577860735,151.1953377684191,-33.87018910257809,151.1955647117632,-33.86999979546861,151.1955686963056,-33.86999647152146,151.19534175346197,0.0
-33.86999647152146,151.19534175346197,-33.86999979546861,151.1955686963056,-33.86981048835289,151.19557268081076,-33.869807164429346,151.1953457384676,0.0
-33.869807164429346,151.1953457384676,-33.86981048835289,151.19557268081076,-33.86962118123094,151.19557666527874,-33.86961785733099,151.19534972343604,0.0
-33.86961785733099,151.19534972343604,-33.86962118123094,151.19557666527874,-33.869431874102744,151.1955806497095,-33.869428550226395,151.19535370836726,0.0
-33.869428550226395,151.19535370836726,-33.869431874102744,151.1955806497095,-33.86924256696831,151.19558463410306,-33.86923924311556,151.1953576932613,0.0
-33.86923924311556,151.1953576932613,-33.86924256696831,151.19558463410306,-33.86905325982765,151.19558861845942,-33.8690499359985,151.19536167811808,0.0
-33.8690499359985,151.19536167811808,-33.86905325982765,151.19558861845942,-33.86886395268074,151.19559260277862,-33.86886062887519,151.1953656629377,0.0
-33.86886062887519,151.1953656629377,-33.86886395268074,151.19559260277862,-33.868674645527605,151.19559658706055,-33.86867132174564,151.19536964772007,0.0
-33.86867132174564,151.19536964772007,-33.868674645527605,151.19559658706055,-33.86848533836823,151.1956005713053,-33.86848201460986,151.1953736324653,0.0
-33.86848201460986,151.1953736324653,-33.86848533836823,151.1956005713053,-33.8682960312026,151.19560455551286,-33.86829270746782,151.19537761717325,0.0
-33.86829270746782,151.19537761717325,-33.8682960312026,151.19560455551286,-33.86810672403074,151.1956085396832,-33.86810340031956,151.19538160184405,0.0
-33.86810340031956,151.19538160184405,-33.86810672403074,151.1956085396832,-33.86791741685264,151.19561252381635,-33.86791409316506,151.19538558647758,0.0
-33.86791409316506,151.19538558647758,-33.86791741685264,151.19561252381635,-33.8677281096683,151.1956165079123,-33.867724786004324,151.19538957107395,0.0
-33.867724786004324,151.19538957107395,-33.8677281096683,151.1956165079123,-33.867538802477725,151.19562049197103,-33.86753547883735,151.19539355563313,0.0
-33.86753547883735,151.19539355563313,-33.867538802477725,151.19562049197103,-33.86734949528093,151.1956244759926,-33.867346171664146,151.19539754015508,0.0
-33.867346171664146,151.19539754015508,-33.86734949528093,151.1956244759926,-33.86716018807788,151.19562845997694,-33.86715686448469,151.1954015246398,0.0
-33.86715686448469,151.1954015246398,-33.86716018807788,151.19562845997694,-33.86697088086859,151.19563244392407,-33.866967557299,151.19540550908735,0.0
-33.866967557299,151.19540550908735,-33.86697088086859,151.19563244392407,-33.86678157365307,151.195636427834,-33.86677825010707,151.1954094934977,0.0
-33.86677825010707,151.1954094934977,-33.86678157365307,151.195636427834,-33.866592266431304,151.19564041170673,-33.8665889429089,151.19541347787083,1.875
-33.8665889429089,151.19541347787083,-33.866592266431304,151.19564041170673,-33.866402959203306,151.1956443955423,-33.8663996357045,151.19541746220676,3.5
-33.8663996357045,151.19541746220676,-33.866402959203306,151.1956443955423,-33.866213651969076,151.19564837934064,-33.86621032849386,151.19542144650546,4.875
-33.86621032849386,151.19542144650546,-33.866213651969076,151.19564837934064,-33.86602434472859,151.19565236310177,-33.86602102127697,151.195425430767,6.0
-33.86602102127697,151.195425430767,-33.86602434472859,151.19565236310177,-33.86583503748188,151.19565634682573,-33.865831714053854,151.1954294149913,6.875
-33.865831714053854,151.1954294149913,-33.86583503748188,151.19565634682573,-33.86564573022892,151.1956603305125,-33.86564240682449,151.19543339917843,7.5
-33.86564240682449,151.19543339917843,-33.86564573022892,151.1956603305125,-33.865456422969736,151.19566431416206,-33.865453099588905,151.19543738332834,7.875
-33.865453099588905,151.19543738332834,-33.865456422969736,151.19566431416206,-33.86526711570431,151.1956682977744,-33.86526379234707,151.19544136744105,8.024691358024691
-33.86526379234707,151.19544136744105,-33.86526711570431,151.1956682977744,-33.86507780843266,151.19567228134957,-33.86507448509901,151.19544535151658,8.888888888888891
-33.86507448509901,151.19544535151658,-33.86507780843266,151.19567228134957,-33.864888501154745,151.1956762648875,-33.8648851778447,151.19544933555488,9.506172839506172
-33.8648851778447,151.19544933555488,-33.864888501154745,151.1956762648875,-33.86469919387062,151.1956802483883,-33.86469587058414,151.195453319556,9.876543209876543
-33.86469587058414,151.195453319556,-33.86469919387062,151.1956802483883,-33.86450988658024,151.19568423185186,-33.864506563317384,151.19545730351987,10.0
-33.864506563317384,151.19545730351987,-33.86450988658024,151.19568423185186,-33.86432057928362,151.19568821527824,-33.864317256044345,151.1954612874466,9.876543209876543
-33.864317256044345,151.1954612874466,-33.86432057928362,151.19568821527824,-33.86413127198077,151.19569219866742,-33.864127948765095,151.1954652713361,9.529411764705884
-33.864127948765095,151.1954652713361,-33.86413127198077,151.19569219866742,-33.86394196467168,151.19569618201942,-33.8639386414796,151.1954692551884,9.411764705882351
-33.8639386414796,151.1954692551884,-33.86394196467168,151.19569618201942,-33.86375265735636,151.19570016533422,-33.863749334187865,151.19547323900355,9.058823529411764
-33.863749334187865,151.19547323900355,-33.86375265735636,151.19570016533422,-33.863563350034795,151.1957041486118,-33.8635600268899,151.19547722278145,8.470588235294116
-33.8635600268899,151.19547722278145,-33.863563350034795,151.1957041486118,-33.86337404270698,151.19570813185223,-33.863370719585696,151.19548120652215,7.647058823529411
-33.874543164374266,151.19547305701903,-33.8745464884701,151.1957000119125,-33.874357181480484,151.19570399681007,-33.87435385740826,151.19547704241722,8.495678254e-315
-33.87435385740826,151.19547704241722,-33.874357181480484,151.19570399681007,-33.87416787448468,151.1957079816705,-33.87416455043604,151.1954810277782,0.0
-33.87416455043604,151.1954810277782,-33.87416787448468,151.1957079816705,-33.8739785674826,151.1957119664937,-33.87397524345757,151.19548501310194,nan
-33.87397524345757,151.19548501310194,-33.8739785674826,151.1957119664937,-33.8737892604743,151.19571595127968,-33.87378593647286,151.1954889983885,0.0
-33.87378593647286,151.1954889983885,-33.8737892604743,151.19571595127968,-33.87359995345977,151.19571993602847,-33.87359662948192,151.19549298363785,0.0
-33.87359662948192,151.19549298363785,-33.87359995345977,151.19571993602847,-33.873410646439,151.19572392074005,-33.87340732248473,151.19549696885,0.0
-33.87340732248473,151.19549696885,-33.873410646439,151.19572392074005,-33.873221339411955,151.1957279054144,-33.87321801548131,151.1955009540249,0.0
-33.87321801548131,151.1955009540249,-33.873221339411955,151.1957279054144,-33.873032032378696,151.19573189005155,-33.873028708471644,151.19550493916262,0.0
-33.873028708471644,151.19550493916262,-33.873032032378696,151.19573189005155,-33.872842725339204,151.19573587465152,-33.872839401455735,151.19550892426312,1.5294117647058822
-33.872839401455735,151.19550892426312,-33.872842725339204,151.19573587465152,-33.87265341829347,151.19573985921426,-33.872650094433595,151.1955129093264,2.8235294117647056
-33.872650094433595,151.1955129093264,-33.87265341829347,151.19573985921426,-33.8724641112415,151.19574384373982,-33.872460787405224,151.19551689435247,3.882352941176471
